tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'1942817033764388993',RT @undefined: the best relationships are built with those who mirror your energy and embody your values -  everything else eventually collapses under mismatch.,en,Retweet,63,264,31,10,20757,2025-07-09 01:24:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1942812599625867525',Your biggest achievements always require a certain degree of ignorance without which you wouldn't even have gotten started.,en,Tweet,182,927,92,31,44544,2025-07-09 01:06:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1942800795147313355',"A lot of people are actually driven by insecurities: they want to prove the world something, they are trying to compensate for something they will never have, they still do what they do out of past resentment.

Truly successful people are driven by their core values: they don't care about what the world is thinking about them and follow their own vision, they enjoy who they already are and remain ambitious about who they could be, they do what they do out of love for the craft.",en,Tweet,396,990,150,20,47542,2025-07-09 00:19:39,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1942790280220139981',"If you never say anything dumb, if you never do anything foolish, if you never feel a bit embarrassed, you are probably playing too safe.",en,Tweet,212,1137,153,50,45655,2025-07-08 23:37:52,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1942595140771799197',"If people could watch the movie of their life since conception, and realized how much love and care they were given by their parents, they wouldn't waste the time they have on this planet, they would realize how lucky they were to be given the opportunity to build a happy life, and they would make the effort to take it.",en,Tweet,262,860,82,36,81511,2025-07-08 10:42:27,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1942492106146406714',"Signs that you need to rework your priorities:

- you have a great house but no home
- you know a lot of people but have no friend
- you have a lot of money but no time
- you read a lot of books but have no original thought
- you train a lot but are unhealthy
- you reach your goals but feel unhappy
- you know a lot but lack mental clarity
- you travel a lot but are still judgmental
- you work very hard but don’t get wealthy
- you give a lot of advice to others but can’t apply them to your own life",en,Tweet,470,938,108,31,54652,2025-07-08 03:53:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1942456661479940158',Intellectual curiosity without the discipline to focus on a few things that you could be great at is a common recipe for an average version of yourself and an average life. You are actually not learning much when you keep jumping around because you are scared of commitment.,en,Tweet,473,1373,196,35,56692,2025-07-08 01:32:11,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1942449436036415728',"Many people feel depressed because they don't understand how much they could change as a person, physically, mentally, spiritually; otherwise, they would have fun every day investing in themselves, and they would only look forward to life getting better as they are getting better",en,Tweet,492,1689,210,46,61548,2025-07-08 01:03:29,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1942431090108400037',Productive people are just people who are really good at ignoring everything that has nothing to do with their lives.,en,Tweet,1093,5362,848,78,176275,2025-07-07 23:50:35,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1942429167641096614',"People love to preach what they want to believe worked out for them, but the reality is never as pretty as the narrative they came up with to flatter their ego.",en,Tweet,72,544,56,17,31670,2025-07-07 23:42:56,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1942415374299062321',Not having money and anyone you can rely on to get yourself out of that situation actually creates the circumstances needed to nurture mental strength and creativity. We are wired to take it easy as soon as we can. We are also wired to exceed our expectations as soon as we need.,en,Tweet,231,758,79,16,75760,2025-07-07 22:48:08,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1942420029674512830',"The downside is that once you finally have a bit of financial security, there is so much to unlearn and relearn:

your diet and many habits (you can finally afford a healthier lifestyle), your mindset (you no longer need to count pennies), your learning process (you can afford to learn with a long-term perspective and even enjoy the journey), many relationships (you no longer have to pretend to enjoy someone's company just because you needed to keep your job),

and it sometimes feels like you could have achieved so much more if you didn't have to swim against the current for so long, but you should actually take pride in the challenges you overcame, these were inevitable to get to the current version of yourself, and your survival and existence becomes an achievement in itself.",en,Reply,65,221,23,6,16917,2025-07-07 23:06:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1942382936533393558',Everything becomes a controversy for people who have too much free time.,en,Tweet,187,1295,162,37,57730,2025-07-07 20:39:14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1942206380372631962',"A lot of people somehow think that independent thinking means that you are regularly disagreeable, disrespectful, insensitive about others.

Most smart independent thinkers are actually very likable, they have a loving family, they have loyal friends, they are not constantly contrarian about everything.

They just happen to have the courage to not follow the crowd when it occasionally goes mad, and as it inevitably does sooner or later, as human nature predicates, they only need to bet against it with conviction once in a while: that's how you end up with outsized returns and an extraordinary life.",en,Tweet,213,704,93,25,77784,2025-07-07 08:57:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1941806821158887502',"The more you lack self-confidence, the more often you feel lectured and disrespected, that’s why relationships between insecure people never last.",en,Tweet,563,1711,194,47,115535,2025-07-06 06:29:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1941725897448620092',"The only mistake is to waste your time ruminating about your mistakes instead of learning from them and moving on. Frustrating mistakes should actually be a daily occurrence. They mean that you are still challenging yourself sufficiently, they mean you are still getting humbled by life as you should be, they mean you are still learning and growing unlike so many people past a certain age.",en,Tweet,441,1123,149,35,103937,2025-07-06 01:08:24,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1941483352118395190',"There are so many slightly shy, introverted, thoughtful people who would have been perfect for each other, but will never be together, because neither had the courage to be rejected.",en,Tweet,216,1016,87,37,88154,2025-07-05 09:04:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1941140076106518882',"You barely remember the name and face of most people you met a few years ago, the same goes for them, most people you crossed paths with don't remember you, they are not thinking about you, they are not judging you, they got busy with life, they are moving on, as you should too.",en,Tweet,261,1327,157,45,52339,2025-07-04 10:20:33,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1941057724122546402',Getting physically fit and strong is actually the same process as cultivating a calm and clear mind.,en,Tweet,400,2445,247,57,79153,2025-07-04 04:53:19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1941000677834293562',"You make more money when you already have money (people come to you with investment opportunities, you don't need to rush your decisions, you can invest with more patience.)

You save more time when you already have time (you can avoid rush hour, you can take your appointments during low-traffic periods, you think with more clarity and avoid time-consuming obvious mistakes.)

You attract more love when you are surrounded by love (you seem happy and confident, and that's the kind of person that everybody wants to hang out with.)  

You learn faster when you already learned a lot (you know how your mind works, you know how to not learn and how to deeply learn, you get straight to the point and choose what works for you.)

When it comes to building a great life, there is no shortcut, you invest in yourself until you are on the starting line, you keep going, and you eventually get what you deserve.",en,Tweet,467,1082,148,30,98376,2025-07-04 01:06:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1940938680929341654',"Building self-confidence is simple, you overcome your circumstances without playing the victim, you beat the odds, then re-invest all your newly acquired knowledge, skills, assets to challenge yourself again with more difficult goals, and you figure out how to beat the odds again",en,Tweet,565,1629,219,34,60318,2025-07-03 21:00:17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1940583458168099282',"Long-lasting relationships are never forced, they happen serendipitously, they involve people who are not trying to change each other, they don't require constant maintenance, both sides feel lucky they met each other, both sides are growing independently in a similar direction.",en,Tweet,544,1839,207,32,107151,2025-07-02 21:28:45,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1940037354036895894',"Being contrarian nowadays is actually simple:

- be physically fit, mentally stable, emotionally mature
- be happily married, enjoy spending time with your family
- have a circle of long-term, loyal, thoughtful friends
- have time to read slowly, write deeply, teach genuinely",en,Tweet,721,1977,247,55,116877,2025-07-01 09:18:44,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1939947450078273582',"Strong people are calm, smart people are quiet, wealthy people are private, good people are loved.",en,Tweet,608,2250,230,44,130972,2025-07-01 03:21:29,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1939704226852286899',"Life is long, you will make mistakes, say things you will regret, do things you thought only a fool would do, but fortunately, your failures don't define you forever, they can be the stepping stones to a much better life, if you can admit you were wrong, and choose to get better.",en,Tweet,481,1820,295,45,100526,2025-06-30 11:15:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1939531008455720997',"The highest wealth is freedom: from all the worries and stress that most people unfortunately have to go through every day, from the envy and desires that prevent you from appreciating everything you already have, from the fears that prevent you from taking more risks and becoming who you could be, from the anger and impulses that ruin your relationships and friendships, from that internal voice that keeps telling you that you are not good enough, from all the people who can tell you how you should live your life because they know you need their money, from the mistakes of your past that keep tormenting your present, from the illusion that happiness lie in more things, and from the need to prove yourself to the rest of the world, because you know what you've achieved, because you are completely confident about what you’ve accomplished.",en,Tweet,454,1045,182,36,99702,2025-06-29 23:46:41,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1939537259570831633',@Karnatanjaneya 🧡,qme,Reply,0,6,0,1,1702,2025-06-30 00:11:32,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1939232285565559132',"Too many people who are good at one thing somehow start thinking that it makes their opinion about everything else equally valuable. That's why it's so important at any stage of life to pursue different hobbies, to remember what it's like to be a beginner, to nurture the humility necessary for lifelong success.",en,Tweet,337,1541,232,43,123337,2025-06-29 03:59:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1938960528958988803',"A home where you feel loved and can be fully yourself; a gym where you can get physically and mentally stronger; a workplace where you can focus on what you do best; a neighborhood that maximizes serendipity and opportunities; habits that keep you healthy and calm; hobbies that keep you relaxed, high-energy, playful; books that keep you humble and curious; investments that make you feel more and more free as you get older; friends that keep you ambitious but down-to-earth; goals that give you direction, meaning, purpose: a great life is actually quite straightforward and simple.",en,Tweet,534,1143,159,45,95109,2025-06-28 09:59:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1938761339037720887',"You don't feel great during your best writings.

You don't feel great when you are about to make the best investment of your life.

You don't feel great when you are about to make a lifelong commitment that will change your perspective.

You don't feel great when you are about to move abroad and rebuild your life from scratch.

You don't feel great during a tough workout that makes you stronger.

You don't feel great when you are reading a difficult book that makes you wiser.

You don't feel great when you are solving a painful problem that makes you smarter.

You don't feel great when you disagree with people who had previous successes, but who are probably wrong this time.

You don't feel great when you are breaking up with the average version of yourself.

It's actually recommended to not feel great; that's when the best things in life happen.",en,Tweet,390,999,142,29,51325,2025-06-27 20:48:18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1938765501452419233',@AMandoSch 🧡,qme,Reply,0,8,0,1,1426,2025-06-27 21:04:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1938547257504399767',"When you genuinely enjoy competing with yourself, one day you randomly look back and notice that you are actually ahead of all your goals, and that the whole journey was actually quite pleasant.",en,Tweet,414,1927,264,51,104357,2025-06-27 06:37:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1938532638551416917',"If you live in a place where you constantly have to argue basic common sense, have to worry about your safety, can't do anything without being loudly judged; of course you're gonna end up angry, anxious, insecure.

Fortunately, you can vote with your feet.

You can choose to move to a place where people respect each other, where the streets are clean and safe, where everyone is minding their own business; 

that's usually when you realize that when you don't have to be constantly on your guard, you have so much energy and mental bandwidth left to get closer to the most clear-minded, talented, calm version of yourself,

and that's also when you suddenly start getting luckier in every area of life that matters: health, wealth, love, purpose.",en,Tweet,475,1291,181,36,108808,2025-06-27 05:39:31,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1938400197404725421',"When you lack self-confidence, every genuine question feels like an aggression.

When you've finally become who you wanted to be, every aggression feels like an entertaining challenge.

The world isn't a cruel place, you are being cruel to yourself by not making the effort to become who you could be.",en,Tweet,748,2114,260,51,83282,2025-06-26 20:53:15,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1938241284466254159',"There are eight billion people out there, nearly no one knows that you exist, the few people who do are busy dealing with their own problems, they don't have time to think about you at all: rest assured, no one is judging your mistakes, take some risks, go build the life you want",en,Tweet,1376,4992,792,72,175402,2025-06-26 10:21:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1938114653684699424',You are anxious because you take yourself too seriously; you are depressed because you don't take life seriously enough; you are happy when you take life seriously without taking yourself too seriously.,en,Tweet,761,2226,220,51,122099,2025-06-26 01:58:36,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1937869860429762926',"Before you ask yourself whether you are working hard enough, ask yourself whether you are working in the right direction at all, it’s so easy to be busy all the time and yet be missing out on the most important things in life.",en,Tweet,378,1523,204,45,98772,2025-06-25 09:45:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1937429629079552218',"It's easier to marry than to be in a happy marriage.

It's easier to have kids than to be a good parent.

It's easier to make money than to be free.

It's easier to grow muscles than to be strong.

It's easier to work hard than to enjoy your work.

It's easier to travel around than to build a home.

It's easier to read than to apply your knowledge.

It's easier to work with people than to have real friends.

It's easier to criticize others than to fix your own problems.

It's easier to stay busy than to spend your life meaningfully.

It's easier to entertain your mind than to be entertained by who you are.",en,Tweet,604,1332,194,39,116535,2025-06-24 04:36:33,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1937127839582892507',You panic and overreact about small things that don’t matter because you’ve been too comfortable for too long. The price of “playing safe” is that you are becoming anxious and mentally weak. A calm mind is earned by challenging yourself every day with what you’re scared of.,en,Tweet,706,2067,272,65,115396,2025-06-23 08:37:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1936978100644130978',"Mental health is when you wake up every morning with a clear purpose, you know what you want from life because you had the courage to make choices, you have intellectually stimulating goals that make your mind grow year after year, you have learned how to effectively ignore everything that has nothing to do with your life, and you know how to focus on what will inevitably get you closer to who you want to be and to the life you want to have.",en,Tweet,1255,2726,370,64,159701,2025-06-22 22:42:21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1936422994034995251',"If you keep consuming junk food, you will obviously become low-energy, mentally numb, and physically out of shape.

The same way, if you keep consuming ""mental"" junk food, you will become irritated, anxious, and depressed.

Too many people are obsessed about what they should do in order to get healthier and calmer, when the biggest part of the work is in what they should stop doing.

A mentally healthy mind is a mind that knows what to not read and consume, what conversations to not take part in, what games to not play.",en,Tweet,487,1434,185,32,116794,2025-06-21 09:56:33,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1936306909658988889',"Music will teach you that you don't sound like you think you sound.

Sports will teach you that you don't move like you think you move.

Investing will teach you that society doesn't work the way you think it works.

Writing will teach you that you don't think as clearly as you think you do.

Great friendships will teach you that it's actually rare to truly connect with someone else.

Maintaining a healthy lifestyle will teach you that you neither need to be angry, anxious, or depressed.

Building a loving family will teach you how many worries and hurdles your parents, grandparents, and ancestors overcame to give you an opportunity to experience life.

Committing to a long-term meaningful purpose will teach you that you can grow your talents and achieve so much more than you think.",en,Tweet,716,1557,279,32,108745,2025-06-21 02:15:16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1935863336685756432',"You won't achieve much if you are always worried about everything and everyone around you; if you are serious about your ambitions, move to a high-trust neighborhood, build relationships with people who know how to take care of themselves, you will suddenly get more productive.",en,Tweet,503,1809,212,43,111523,2025-06-19 20:52:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1935602679000277096',"The smarter you are, the more courage and emotional control you need, because you won't be able to stop being aware of all the worst possible outcomes, but you can learn how to focus on the best possible outcomes, and find daily joy in creating a path to get there.",en,Tweet,933,2850,398,50,132461,2025-06-19 03:36:55,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1935206800699310445',Most smart people actually need less thoughtful introspection and more “irrational” initiatives.,en,Tweet,422,1971,187,71,86288,2025-06-18 01:23:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1935178840755806360',"Self-confidence is just a direct consequence of the habit of forcing yourself to do what you are scared of doing, over and over again, regardless of the excuses your mind keeps making up in order to choose the more comfortable path.",en,Tweet,933,2442,307,54,137347,2025-06-17 23:32:44,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1934801485864313162',"Many people spend the first half of their lives chasing what society convinced them that they wanted, and they spend the second half regretting what they no longer have the energy to do.",en,Tweet,264,1192,151,54,95557,2025-06-16 22:33:15,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1934505510751125865',A lot of anxiety disappears once you keep the promises you've been making to yourself.,en,Tweet,859,4725,605,81,178942,2025-06-16 02:57:09,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1934147532881551451',"As someone who moved abroad and rebuilt my life from scratch with zero money and zero connection,

I always encourage young people who think they aren't as successful as they should be to do the same:

in most cases, they will realize that they were a big part of the problem and will start working on themselves instead of blaming the systemic barriers and lack of opportunities;

in some cases, they will realize they were actually indeed in the wrong place, will learn that not every game is worth playing especially when the rules are not favoring their strengths, and will start living a life where their authentic self is finally aligned with the core values of the culture that they now get to experience.",en,Tweet,571,1585,139,51,130033,2025-06-15 03:14:41,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1934216435104092478',@0xRyze 🫡,qme,Reply,0,1,0,0,1357,2025-06-15 07:48:28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1934216331819393521',"To be fair, it’s so much easier to do when you are young and have nothing/little to lose; at this point, I doubt I’d have the courage to rebuild my life from scratch in another country where I don’t speak the language yet. I’ve met many people who moved to Tokyo “late” in life and who are doing well though, it depends on what you can leverage.",en,Reply,4,8,0,3,2441,2025-06-15 07:48:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1934154651798237244',"@Rajjath24 Really appreciate your kind words, thank you !",en,Reply,1,26,0,2,3418,2025-06-15 03:42:58,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1934121210557989176',"There is no higher anxiety than watching the years pass and not getting the progress you know you should be getting. Healthy work-life balance involves more work than most people think. Peace of mind doesn't come from doing nothing, it comes from active risk-taking and execution.",en,Tweet,612,1949,231,41,123176,2025-06-15 01:30:05,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1933807438127620600',"Fitness is not the goal, it's just a side effect of the healthy lifestyle you need to achieve your actual goals.",en,Tweet,219,1123,97,31,117093,2025-06-14 04:43:16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1933833942647574872',"Money is not the goal, it’s just a stepping stone that grants you the freedom to pursue your real goals.",en,Reply,79,400,34,7,23630,2025-06-14 06:28:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1933140187586175060',"The wealthier you are, the easier it is to take calculated risks; yet, most people become more risk-averse, because a comfortable lifestyle dulls the mind, it numbs your courage, until one day, you wake up, and realize you achieved the most when you were young, ignorant, foolish.",en,Tweet,423,1481,187,58,116600,2025-06-12 08:31:51,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1932799438516609033',"You always make terrible decisions when you feel lonely, angry, or bored; wait till you’re calm and content, a lot of decisions don’t need to be rushed.",en,Tweet,479,1984,237,69,113566,2025-06-11 09:57:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1932365370062786929',"The actual purpose of money isn't to buy things, it's to not be bought.",en,Tweet,589,2756,406,79,148936,2025-06-10 05:13:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1932312550403887603',"We live in a funny world where no one wants to help you when you truly need help, but everyone wants to help you when you don't.",en,Tweet,248,1582,194,77,62383,2025-06-10 01:43:07,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1932236005903683600',"We live in a society that takes advantage of the ignorant, the poor, the lazy, the lonely; educate yourself, aim to be financially free, learn the true meaning of self-discipline, and figure out how to be happy alone, these are actually the very first steps.",en,Tweet,576,1965,247,41,77178,2025-06-09 20:38:57,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1932024456492490894',"You can outsource a lot of things with money, but too many wealthy people wrongly think they can outsource their role as a respectable parent, a respectable spouse, a respectable child, a respectable friend.",en,Tweet,270,1457,143,51,91912,2025-06-09 06:38:20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1931937088129413539',"When you have freedom but no clear goal, you waste your time;

when you have a clear goal but no freedom, you get anxious about your wasted potential;

when you have a clear goal and the freedom to pursue it, you grow into the most high-energy and confident version of yourself.",en,Tweet,741,2053,258,45,120459,2025-06-09 00:51:10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1931556403488944385',"Smart people are quiet.

Strong people are calm.

Wealthy people are private.

Being angry and loud is nothing to be proud of.",en,Tweet,1499,7071,936,86,200142,2025-06-07 23:38:27,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1931885747021422720',"@kennyliu Thank you ! I'm actually working on a book, and planning to write a big update later this year.",en,Reply,1,8,0,1,1012,2025-06-08 21:27:09,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1931708292486803938',"A long walk with a friend is simultaneously a deep conversation, physical relaxation, mental stimulation, emotional connection, and a good way to remember that the best things in life are often very simple.",en,Tweet,364,1847,208,44,130772,2025-06-08 09:42:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1931545219042058366',It's actually more stressful to work on goals that are not ambitious enough.,en,Tweet,197,1200,83,28,60291,2025-06-07 22:54:01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1931543592612385265',A lot of smart people give up on their intelligence the minute they get too involved in politics.,en,Tweet,197,1491,184,32,75170,2025-06-07 22:47:33,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1931534529480794215',"You can't buy mental strength with money, if anything, you actually get mentally weaker as you get wealthier because you are getting used to having your daily inconveniences sorted out by other people.

Mental strength comes from having to endure for many years a situation you can't escape for now, with no one else around to help, whilst patiently working on yourself with irrational self-belief, until you are lucky to notice and catch a way out.",en,Tweet,355,900,107,24,85930,2025-06-07 22:11:32,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1931537628706611562',https://t.co/IHm6VhXklZ,zxx,Reply,0,6,0,0,6194,2025-06-07 22:23:51,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,https://x.com/orangebook_/status/1931537483050959026,,
'1931324926302040317',"Things you can never compromise about ever again once you’ve experienced them once:

- living in a high-trust, safe, clean environment

- being financially free and working on something meaningful at your own pace

- being part of a supportive community of like-minded people who are genuinely happy for each other’s progress and success

- building a loving and kind family who you know has your back unconditionally, and who makes you grow into a more generous, optimistic, high-energy version of yourself

- having smart and thoughtful friends with whom you can talk about nearly anything without ever feeling judged

- knowing what daily routine, diet, habits get you close to the most physically fit, mentally sharp, spiritually connected version of yourself, and applying consistently throughout the years and decades",en,Tweet,528,1134,161,23,99511,2025-06-07 08:18:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1930991822320677229',"Take better care of your health when you are already healthy

Keep investing when you are already financially secure

Find a better job when you already have a job

Take bigger risks when you don’t need to take any

Build meaningful relationships when you are already happy alone",en,Tweet,561,1930,239,44,106823,2025-06-06 10:15:01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1930814054219886932',"Society suddenly makes sense once you realize there are few ""mature adults"" who want the best for all. Many wealthy and powerful folks are just grown-up kids with big egos, masking their true motives, until they don’t get their way and throw tantrums like the children they are.",en,Tweet,363,1549,232,37,101838,2025-06-05 22:28:37,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1930493626984857690',"You just need to have the courage to ignore the world for a few hours every day, and the world will not be able to ignore your work in a few years.",en,Tweet,538,2406,303,55,74604,2025-06-05 01:15:22,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1930450646173675565',"It's tempting to assume you have everything figured out when you are doing very well in one discipline. At any life stage, it's healthy to have a hobby that reminds you every day that you still have a long way to go, and that humility is key in order to keep growing as a person.",en,Tweet,359,1324,153,28,100740,2025-06-04 22:24:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1930456265676992752',A lot of people become jaded and low-energy as they get older precisely because they won't do anything unless it clearly benefits them materially. The best things in life have little nothing to do with money; money merely unlocks the freedom to pursue these creative endeavors.,en,Reply,64,306,30,5,21737,2025-06-04 22:46:54,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1930460089384947905',"One of my instructors asked me yesterday, ""you are learning a lot of different things, aren't you getting tired?"" and my immediate answer was, ""precisely the opposite, I would likely feel more drained if I wasn't learning something new every day.""",en,Reply,42,243,21,9,16797,2025-06-04 23:02:06,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1929883403140407719',"If getting married and starting a family feels like you are losing your freedom and not enjoying life anymore, you either chose the wrong partner, are the wrong partner, or lost sight of what matters. Being able to spend time with people you love every day is the highest wealth.",en,Tweet,1471,6190,787,77,421729,2025-06-03 08:50:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1929780454900514845',"Anxiety often happens when your level of intelligence isn't aligned with your level of courage. You know what you can do, but you never do it. That's anxiety.",en,Tweet,2565,6602,791,72,271866,2025-06-03 02:01:28,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'1929550245983047725',"No one will fully take seriously what you have to say unless you have your health, your finances, your private life in order first.",en,Tweet,412,2071,223,49,101074,2025-06-02 10:46:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1889283040653832640',"Just published my first article.

This is the beginning of an interview series exploring daily life in Japan: cultural traditions, personal stories, and my own reflections.

Thank you for your support! https://t.co/wxTIp5mXm9",en,Tweet,52,222,4,7,79489,2025-02-11 06:59:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GjgU5_VWYAAJIis.jpg
